idr,re,co,cc,lo,me
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,EX - COLEGIO DE MUSICA JUAN SEBASTIAN BACH,83V
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,INSTITUTO ITALIA DE VALDIVIA LOCAL: 2,88V
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO INDUSTRIAL VALDIVIA LOCAL: 3,159V
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,LICEO INDUSTRIAL VALDIVIA LOCAL: 3,162V
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,INST. SUPERIOR DE ADMINISTRACION Y TURISMO,190
3014,DE LOS RIOS,VALDIVIA,VALDIVIA,COLEGIO DEPORTIVO MUNICIPAL DE VALDIVIA,207
3010,DE LOS LAGOS,ANCUD,ANCUD,ESCUELA ANEXA,6M
3010,DE LOS LAGOS,ANCUD,ANCUD,ESCUELA ANEXA,11M
3010,DE LOS LAGOS,ANCUD,ANCUD,ESCUELA ANEXA,12M
3010,DE LOS LAGOS,ANCUD,ANCUD,LICEO AGRICOLA,24V
3010,DE LOS LAGOS,ANCUD,ANCUD,LICEO AGRICOLA,26V
3010,DE LOS LAGOS,ANCUD,PILLUCO,ESCUELA RURAL SOL DEL PACIFICO,6
3010,DE LOS LAGOS,CALBUCO,CALBUCO,COLEGIO SAN MIGUEL,18M
3010,DE LOS LAGOS,CALBUCO,ISLA PULUQUI,ESCUELA RURAL CHAUQUEAR,1V
3010,DE LOS LAGOS,CASTRO,CASTRO,ESCUELA AYTUE,32M
3010,DE LOS LAGOS,CASTRO,CASTRO,LICEO FRANCISCO COLOANE,27V
3010,DE LOS LAGOS,CASTRO,CASTRO,LICEO FRANCISCO COLOANE,28V
3010,DE LOS LAGOS,CASTRO,CASTRO,GIMNASIO MUNICIPAL,61
3010,DE LOS LAGOS,CURACO DE VELEZ,CURACO DE VELEZ,LICEO ALFREDO BARRIA OYARZUN,2V
3010,DE LOS LAGOS,DALCAHUE,DALCAHUE,ESCUELA BASICA DALCAHUE,11M
3010,DE LOS LAGOS,DALCAHUE,DALCAHUE,LICEO POLIVALENTE DALCAHUE,5V
3010,DE LOS LAGOS,DALCAHUE,DALCAHUE,LICEO POLIVALENTE DALCAHUE,8V
3010,DE LOS LAGOS,FRUTILLAR,FRUTILLAR,LICEO INDUSTRIAL CHILENO ALEMAN,24
3010,DE LOS LAGOS,FUTALEUFU,FUTALEUFU,ESCUELA FUTALEUFU,3V
3010,DE LOS LAGOS,LLANQUIHUE,LLANQUIHUE,ESCUELA PARTICULAR LOS VOLCANES,19M
3010,DE LOS LAGOS,LOS MUERMOS,CAÑITAS,ESCUELA RURAL CAÑITAS,2V-3V
3010,DE LOS LAGOS,LOS MUERMOS,LOS MUERMOS,LICEO PUNTA DE RIELES,10M
3010,DE LOS LAGOS,OSORNO,OSORNO,ESCUELA MONSEÑOR FRANCISCO VALDES SUBERCASEAUX,7M
3010,DE LOS LAGOS,OSORNO,OSORNO,LICEO ELEUTERIO RAMIREZ,77M
3010,DE LOS LAGOS,OSORNO,OSORNO,ESCUELA  SUIZA,107M
3010,DE LOS LAGOS,OSORNO,OSORNO,ESCUELA DE ARTES Y CULTURA OSORNO Y GIMNASIO,146M
3010,DE LOS LAGOS,OSORNO,OSORNO,ESCUELA DE ARTES Y CULTURA OSORNO Y GIMNASIO,148M
3010,DE LOS LAGOS,OSORNO,OSORNO,ESCUELA MEXICO DE MICHOACAN,4V
3010,DE LOS LAGOS,OSORNO,OSORNO,ESCUELA MEXICO DE MICHOACAN,14V
3010,DE LOS LAGOS,OSORNO,OSORNO,ESCUELA MEXICO DE MICHOACAN,16V
3010,DE LOS LAGOS,OSORNO,OSORNO,INSTITUTO POLITECNICO,29V
3010,DE LOS LAGOS,OSORNO,OSORNO,LICEO INDUSTRIAL OSORNO,81V
3010,DE LOS LAGOS,OSORNO,OSORNO,ESCUELA ESPECIAL `ANA AICHELE CARRASCO`,174
3010,DE LOS LAGOS,OSORNO,RAHUE,ESCUELA 88 CANADA,4M
3010,DE LOS LAGOS,OSORNO,RAHUE,ESCUELA 88 CANADA,10M
3010,DE LOS LAGOS,OSORNO,RAHUE,ESCUELA GARCIA HURTADO DE MENDOZA,20
3010,DE LOS LAGOS,OSORNO,RAHUE SUR,LICEO RAHUE,2
3010,DE LOS LAGOS,PUERTO MONTT,LAS QUEMAS,LICEO RURAL LAS QUEMAS,1V
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,LICEO INDUSTRIAL ,12
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,LICEO INDUSTRIAL ,17
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,LICEO COMERCIAL MIRAMAR,26
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,LICEO COMERCIAL MIRAMAR,27
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,COLEGIO DARIO SALAS,168
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,ESCUELA CAPITAN ARTURO PRAT CHACON,184
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,ESCUELA CAPITAN ARTURO PRAT CHACON,185
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,ESCUELA CAPITAN ARTURO PRAT CHACON,194
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT CENTRO E ISLA TENGLO,ESCUELA CAPITAN ARTURO PRAT CHACON,202
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT MIRASOL,ESCUELA MIRASOL,92
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT NORTE,ESCUELA BASICA LICARAYEN,80
3010,DE LOS LAGOS,PUERTO MONTT,PUERTO MONTT NORTE,ESCUELA BASICA LICARAYEN,84
3010,DE LOS LAGOS,PUERTO VARAS,PUERTO VARAS,COLEGIO MIRADOR DEL LAGO,38M
3010,DE LOS LAGOS,PUERTO VARAS,PUERTO VARAS,COLEGIO GERMANIA DEL VERBO DIVINO,57
3010,DE LOS LAGOS,PUQUELDON,PUQUELDON,ESCUELA PUQUELDON,6M
3010,DE LOS LAGOS,PURRANQUE,CORTE ALTO,ESCUELA BERTOLDO HOFMANN KAHLER,2
3010,DE LOS LAGOS,PURRANQUE,PURRANQUE,LICEO TOMAS BURGOS,1M
3010,DE LOS LAGOS,PUYEHUE,PUYEHUE (ENTRE LAGOS),ESCUELA ENTRE LAGOS,11V
3010,DE LOS LAGOS,QUELLON,QUELLON,ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ,19V
3010,DE LOS LAGOS,QUELLON,QUELLON,ESCUELA BASICA SECTOR ORIENTE,35
3010,DE LOS LAGOS,QUINCHAO,QUINCHAO (ACHAO),LICEO INSULAR ENSEÑANZA BASICA Y GIMNASIO,3M
3010,DE LOS LAGOS,RIO NEGRO,RIACHUELO,COLEGIO RIACHUELO,2M
3010,DE LOS LAGOS,RIO NEGRO,RIACHUELO,COLEGIO RIACHUELO,3V
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,AYSEN,AISEN,POLIDEPORTIVO AYSEN,18M
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CHILE CHICO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,6M
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CHILE CHICO,CHILE CHICO,ESCUELA BASICA DE CHILE CHICO,6V
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,CHILE CHICO,PUERTO GUADAL,ESCUELA LIBERTADOR BERNARDO O´HIGGINS RIQUELME,1V-3V
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,COYHAIQUE,COYHAIQUE,ESCUELA PARTICULAR SAN JOSE OBRERO,28M
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,LAGO VERDE,LAGO VERDE,ESCUELA CON INTERNADO JOSE MIGUEL CARRERA,1V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PORVENIR,PORVENIR,COLEGIO MARIA AUXILIADORA,6V-8V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,LICEO JUAN BAUTISTA CONTARDI,60M
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA CROACIA,127M
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA CROACIA,131M
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,LICEO EXPERIMENTAL UMAG,22V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA HERNANDO DE MAGALLANES,48V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA PORTUGAL,58V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA ARTURO PRAT CHACON,154V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA ARTURO PRAT CHACON,157V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,GIMNASIO FISCAL,163V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA PADRE ALBERTO HURTADO,192V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA PADRE ALBERTO HURTADO,200V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,221V
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,PUNTA ARENAS,ESCUELA PARTICULAR LA MILAGROSA,236V
